KODAS;PAVADINIMAS;GALIOJA;SUMINE;SUKURIMO_DATA;MODIFIKAVIMO_DATA
3001534;"Neries krantinių modernizavimas, sukuriant inovatyvias erdves kūrybai, sąlygas aktyviam poilsiui, sveikatingumo renginiams Šiaurinėje teritorijoje (ES lėšos)";Y;N;27-MAR-17;27-MAR-17
3001535;"Neries krantinių modernizavimas, sukuriant inovatyvias erdves kūrybai, sąlygas aktyviam poilsiui, sveikatingumo renginiams Šiaurinėje teritorijoje";Y;N;24-FEB-16;24-FEB-16
3001536;"Neries krantinių rekonstrukcija ir rekreacinės laivybos prieplaukų įrengimas Šiaurinėje teritorijoje";Y;N;24-FEB-16;24-FEB-16
3001537;"Neries senvagės rekreacinės infrastruktūros įrengimas su aktyvaus poilsio ir pėsčiųjų bei dviračių trasomis";Y;N;24-FEB-16;24-FEB-16
3001538;"Neries slėnio rekreacinės paskirties takų ir jų jungčių, saugos ir kitos infrastruktūros įrengimas (12,5 km)";Y;N;24-FEB-16;27-DEC-19
3001539;"Rajoninių viešųjų erdvių su minimalia rekreacine infrastruktūra formavimas „Žirmūnų trikampyje“";Y;N;24-FEB-16;24-FEB-16
3001540;"Viešųjų erdvių tvarkymas Pietinėje tikslinėje teritorijoje prie rekonstruojamų Aukštaičių, Paupio ir Drujos gatvių";Y;N;12-MAY-08;14-DEC-17
3001541;"Karoliniškių lietaus nuotekų valymo įrenginių rekonstrukcija	";Y;N;24-FEB-16;24-FEB-16
3001542;"Geležinio Vilko lietaus nuotekynės kolektoriaus rekonstrukcija su kaupyklų-valyklų ir taršos monitoringo mazgų įrengimu	";Y;N;24-FEB-16;24-FEB-16
3001543;"Vilniaus miesto lietaus nuotekynės tinklų inventorizavimas, duomenų skaitmenizavimas ir registravimas	";Y;N;24-FEB-16;24-FEB-16
3001544;"Geležinio Vilko lietaus nuotekynės kolektoriaus rekonstrukcija su kaupyklų-valyklų ir taršos monitoringo mazgų įrengimu (skolintos lėšos)";Y;N;13-FEB-17;13-FEB-17
3001545;"Specialiosios gatvių dangų valymo technikos ir priemonių įsigijimas, siekiant mažinti oro taršą nuo gatvių";Y;N;24-FEB-16;24-FEB-16
3001546;"Valstybinio Trakų Vokės parko tvarkymas ir pritaikymas lankymui ir tausojančiam naudojimui";Y;N;24-FEB-16;24-FEB-16
3001547;"Viešųjų erdvių tvarkymas Pietinėje tikslinėje teritorijoje prie rekonstruojamų Aukštaičių, Paupio ir Drujos gatvių";Y;N;24-FEB-16;24-FEB-16
3001548;"Viešojo ir privataus transporto sąveikos sistemos kūrimas, plėtojant kompleksinių kelionių aikšteles (visų pirma prie planuojamos naujos transporto rūšies trasos)";Y;N;24-FEB-16;24-FEB-16
3001549;"Viešųjų teritorijų tvarkymas geležinkelio ir autobusų stoties prieigose Naujamiestyje";Y;N;24-FEB-16;24-FEB-16
3001550;"Ekologiškų autobusų įsigijimas Vilniaus mieste (II etapas) (VP3-3.3-SM-01-V-01) (Skolintos lėšos)";Y;N;12-MAY-08;18-MAY-12
3001551;"Ekologiškų autobusų įsigyjimas Vilniaus mieste (I etapas) (VP3-3.3-SM-01-V-01) (skolintos lėšos)";Y;N;03-MAR-11;03-MAR-11
3001552;"Ekologiškų autobusų įsigyjimas Vilniaus mieste (I etapas) (ES lėšos)";Y;N;03-MAR-11;03-MAR-11
3001553;"Ekologiškų autobusų įsigijimas Vilniaus mieste (II etapas) (ES lėšos)";Y;N;18-MAY-12;18-MAY-12
3001554;"Gamtinės Neries senvagės kraštovaizdžio arealų būklės atkūrimas (tarp Linkmenų ir Geležinio Vilko gatvių) (ES lėšos)";Y;N;27-JAN-15;28-MAR-17
3001555;"Viešojo ekologiško transporto plėtra (Skolintos lėšos)";Y;N;04-FEB-15;04-FEB-15
3001556;"Misionierių sodų atkūrimas (ES lėšos)";Y;N;28-MAR-17;28-MAR-17
3001557;"Vilnios pakrančių tvarkymas Pietinėje tikslinėje teritorijoje (ES lėšos)";Y;N;27-MAR-17;30-MAR-17
3001558;"Neries senvagės rekreacinės infrastruktūros įrengimas su aktyvaus poilsio ir pėsčiųjų bei dviračių trasomis (ES lėšos)";Y;N;27-MAR-17;27-MAR-17
3001559;"Neries slėnio rekreacinės paskirties takų ir jų jungčių, saugos ir kitos infrastruktūros įrengimas (ES lėšos)";Y;N;27-MAR-17;27-DEC-19
3001560;"Viešųjų erdvių tvarkymas Pietinėje tikslinėje teritorijoje prie rekonstruojamų Aukštaičių, Paupio ir Drujos gatvių";Y;N;12-MAY-08;14-DEC-17
3001561;"Viešojo ekologiško transporto plėtra";Y;N;12-MAY-08;18-JAN-18
3001562;"Kultūrinį-istorinį reformacijos paveldą reprezentuojančio Reformatų sodo atkūrimas ir sutvarkymas (ES lėšos)";Y;N;28-MAR-17;28-MAR-17
3001563;"Susisiekimo optimizavimas pagal darnaus judumo principus Šeškinės daugiafunkcio komplekso prieigose, įrengiant tam tinkamą infrastruktūrą  su inžinerinėmis komunikacijomis";Y;N;14-FEB-18;27-DEC-19
3001564;"Viešosios erdvės tvarkymas Pietinėje tikslinėje teritorijoje prie Amatų gatvės";Y;N;14-FEB-18;14-FEB-18
3001565;"Viešųjų erdvių tvarkymas Šiaurinėje tikslinėje teritorijoje tarp Giedraičių ir Kintų gatvių ir prie Giedraičių g.";Y;N;14-FEB-18;14-FEB-18
3001566;"Kareivių gatvės atkarpos tarp Žirmūnų ir Verkių gatvių bei Kareivių ir Verkių gatvių sankryžos rekonstrukcija įrengiant eismo saugos priemones";Y;N;19-FEB-19;19-FEB-19
3001567;"Pėsčiųjų tunelio po geležinkeliu Vilniaus miesto Iešmininkų gatvėje įrengimas";Y;N;19-FEB-19;19-FEB-19
3001568;"Neries slėnio rekreacinės paskirties takų ir jų jungčių, saugos ir kitos viešųjų erdvių infrastruktūros įrengimas (13 šalt.)";Y;N;19-JUN-19;19-JUN-19
3001569;"Kareivių gatvės atkarpos tarp Žirmūnų ir Verkių gatvių bei Kareivių ir Verkių gatvių sankryžos rekonstrukcija įrengiant eismo saugos priemones (13 šalt.)";Y;N;19-JUN-19;19-JUN-19
3001570;"Troleibusų įsigijimas Vilniaus mieste (I etapas) (VP3-3.3-SM-01-V-01) (skolintos lėšos)";Y;N;12-MAY-08;03-MAR-11
3001571;"Troleibusų įsigijimas Vilniaus mieste (I etapas) (ES lėšos)";Y;N;03-MAR-11;03-MAR-11
3001572;"Neries krantinių modernizavimas, sukuriant inovatyvias erdves kūrybai, sąlygas aktyviam poilsiui, sveikatingumo renginiams Šiaurinėje teritorijoje (13 šalt.)";Y;N;19-JUN-19;19-JUN-19
3001573;"Venecijos bienalės nugalėtojų instaliacijos įrengimui apmokėti";Y;N;26-JUN-19;26-JUN-19
3001574;"Vilniaus miesto savivaldybės Tauro kalno teritorijos, esančios Vilniuje, V. Mykolaičio-Putino g. 5, parengiamieji sutvarkymo darbai";Y;N;26-JUN-19;26-JUN-19
3001575;"Vilniaus miesto savivaldybės Tauro kalno teritorijos, esančios Vilniuje, V. Mykolaičio-Putino g. 5, parengiamieji sutvarkymo darbai (SB lėšos)";Y;N;08-JUL-19;08-JUL-19
3001576;"Susisiekimo optimizavimas pagal darnaus judumo principus Šeškinės daugiafunkcio komplekso prieigose, įrengiant tam tinkamą infrastruktūrą su inžinerinėmis komunikacijomis (ES)";Y;N;25-FEB-20;25-FEB-20
3001577;"Pėsčiųjų - dviračių takų infrastruktūros atnaujinimas ir plėtra Žalgirio, Rinktinės, Širvintų, Kernavės gatvėse Šiaurinėje tikslinėje teritorijoje (SB)";Y;N;18-FEB-20;18-FEB-20
3001578;"Pėsčiųjų - dviračių takų infrastruktūros atnaujinimas ir plėtra Žalgirio, Rinktinės, Širvintų, Kernavės gatvėse Šiaurinėje tikslinėje teritorijoje (ES)";Y;N;18-FEB-20;18-FEB-20
3001579;"Giedraičių g. rekonstravimas įrengiant modernias eismo saugos priemones (2M24 š.)";Y;N;05-DEC-19;05-DEC-19
3001580;"Misionierių sodų atkūrimas (lėšų likutis iš ES lėšų)";Y;N;12-MAY-08;04-JAN-18
3001581;"Tauro kalno parko ir Liuteronų sodų tvarkymas Pietinėje tikslinėje teritorijoje";Y;N;14-FEB-18;14-FEB-18
3001582;"Vilniaus istorinių Rasų kapinių, koplyčių, tvorų, atskirų paminklų tvarkyba (28 šalt.)";Y;N;18-FEB-20;18-FEB-20
3001583;"Giedraičių ir kitų Šnipiškių gatvių tarp Lvovo ir Žalgirio gatvių rekonstravimas, įrengiant modernias eismo saugos priemones (ES)";Y;N;18-FEB-20;18-FEB-20
3001584;"Valstybinio Trakų Vokės parko tvarkymas ir pritaikymas lankymui ir tausojančiam naudojimui (69 šalt.)";Y;N;18-FEB-20;18-FEB-20
3001585;"Neries senvagės rekreacinės infrastruktūros įrengimas su aktyvaus poilsio ir pėsčiųjų bei dviračių trasomis (skol. lėšos)";Y;N;21-MAY-20;21-MAY-20
3001586;"Centrinės gatvės bulvaro su rekreacine įranga įrengimas Paplaujos rajone";Y;N;07-SEP-20;07-SEP-20
3001587;"Centrinės gatvės bulvaro su rekreacine įranga įrengimas Paplaujos rajone";Y;N;03-FEB-21;03-FEB-21
3001588;"Viešųjų erdvių tvarkymas Pietinėje tikslinėje teritorijoje prie rekonstruojamų Aukštaičių, Paupio ir Drujos gatvių";Y;N;03-FEB-21;03-FEB-21
3001590;"J.Basanavičiaus-Mindaugo g. sankryžoje skulptūrinio elemento sukūrimas (skolintos)";Y;N;12-MAY-08;12-MAY-08
3001591;"Pėsčiųjų - dviračių takų infrastruktūros atnaujinimas ir plėtra Žalgirio, Rinktinės, Širvintų, Kernavės gatvėse Šiaurinėje tikslinėje teritorijoje";Y;N;03-FEB-21;03-FEB-21
3001593;"Pėsčiųjų tunelio po geležinkeliu Vilniaus miesto Iešmininkų gatvėje įrengimas";Y;N;03-FEB-21;03-FEB-21
3001595;"Dviračių turizmo trasų ir maršrutų (jungčių su Trakų ir Vilniaus rajonų savivaldybėmis) ženklinimas (įgyvendinama su Vilniaus, Trakų, Širvintų rajonų savivaldybėmis)";Y;N;03-FEB-21;03-FEB-21
3001597;"Kompleksinis gyvenamojo rajono kvartalo Žirmūnų, Minties, Tuskulėnų gatvių trikampyje viešosios infrastruktūros atnaujinimas";Y;N;03-FEB-21;03-FEB-21
3001598;"Kompleksinis gyvenamojo rajono kvartalo Žirmūnų, Minties, Tuskulėnų gatvių trikampyje, toliau – „Žirmūnų trikampis“ bendrai naudojamų teritorijų ir viešosios infrastruktūros atnaujinimas";Y;N;03-JUN-20;03-JUN-20
3001599;"Valstybinio Sapiegų parko tvarkymas ir pritaikymas lankymui ir tausojančiam naudojimui (13 šalt.)";Y;N;19-JUN-19;19-JUN-19
3001600;"Esamų dviračio takų sujungimas (biudžeto)";Y;N;12-MAY-08;12-MAY-08
3001601;"Kompleksinis gyvenamojo rajono kvartalo Žirmūnų, Minties, Tuskulėnų gatvių trikampyje, toliau – „Žirmūnų trikampis“ bendrai naudojamų teritorijų ir viešosios infrastruktūros atnaujinimas";Y;N;18-JAN-18;15-FEB-18
3001602;"Naujamiesčio viešųjų erdvių tvarkymas (Vingrių šaltinio skveras ir Amatų g.)";Y;N;18-JAN-18;15-FEB-18
3001603;"Neries krantinių rekonstrukcija ir rekreacinės laivybos prieplaukų įrengimas Šiaurinėje teritorijoje";Y;N;15-FEB-18;15-FEB-18
3001604;"Valstybinio Sapiegų parko tvarkymas ir pritaikymas lankymui ir tausojančiam naudojimui";Y;N;15-FEB-18;15-FEB-18
3001605;"Aukštaičių ir Paupio gatvių rekonstravimas su įvažiavimu į Drujos gatvę";Y;N;14-FEB-18;14-FEB-18
3001606;"Centrinės gatvės bulvaro su rekreacine įranga įrengimas";Y;N;14-FEB-18;14-FEB-18
3001607;"Dviračių tako T. Narbuto gatvėje nuo Pilaitės pr. iki Konstitucijos pr. statyba";Y;N;14-FEB-18;14-FEB-18
3001608;"Dviračių takų su rekreacine infrastruktūra įrengimas Algirdo, V. Mykolaičio - Putino, Geležinkelio, Dariaus ir Girėno gatvėse, Pietinėje ITV teritorijoje";Y;N;14-FEB-18;14-FEB-18
3001609;"Valstybinio Trakų Vokės parko tvarkymas ir pritaikymas lankymui ir tausojančiam naudojimui";Y;N;15-FEB-18;15-FEB-18
3001610;"Vilniaus miesto gatvių rekonstrukcija (kelių fondas)";Y;N;12-MAY-08;12-MAY-08
3001611;"Vilniaus miesto gatvių rekonstrukcija (skolintos)";Y;N;12-MAY-08;12-MAY-08
3001612;"Viešųjų erdvių tvarkymas Šiaurinėje tikslinėje teritorijoje tarp Giedraičių ir Kintų gatvių ir prie Giedraičių g.";Y;N;15-FEB-18;15-FEB-18
3001613;"Vilniaus istorinių Rasų kapinių inventorizavimas, koplyčių, tvorų, atskirų paminklų tvarkyba";Y;N;15-FEB-18;27-DEC-19
3001614;"Specialiosios gatvių dangų valymo technikos ir priemonių įsigijimas, siekiant mažinti oro taršą nuo gatvių";Y;N;15-FEB-18;15-FEB-18
3001615;"Elektromobilių įkrovos aikštelių įrengimas";Y;N;13-FEB-18;13-FEB-18
3001616;"Dviračių takų su rekreacine infrastruktūra įrengimas Žalgirio, Rinktinės, Giedraičių, Ratnyčios, Kernavės gatvėse Šiaurinėje ITV teritorijoje";Y;N;13-FEB-18;13-FEB-18
3001617;"Dviračių turizmo trasų ir maršrutų (jungčių su Trakų ir Vilniaus rajonų savivaldybėmis) ženklinimas (įgyvendinama su Vilniaus, Trakų, Širvintų rajonų savivaldybėmis)";Y;N;14-FEB-18;14-FEB-18
3001618;"Giedraičių g. rekonstravimas įrengiant modernias eismo saugos priemones";Y;N;14-FEB-18;14-FEB-18
3001619;"Japoniško sodo įkūrimas teritorijoje prie Lvovo ir Geležinio Vilko g.";Y;N;14-FEB-18;14-FEB-18
3001620;"Karveliškių kapinėse tremtinių skvere paminklo pastatymas (skolintos)";Y;N;12-MAY-08;12-MAY-08
3001621;"Kernavės g. nuo Žalgirio g. iki Lvovo g. rekonstrukcija, įrengiant modernias eismo saugos priemones";Y;N;14-FEB-18;14-FEB-18
3001622;"Aukštaičių ir Paupio gatvių rekonstravimas su įvažiavimu į Drujos gatvę";Y;N;03-JAN-19;03-JAN-19
3001623;"Giedraičių ir kitų Šnipiškių gatvių tarp Lvovo ir Žalgirio gatvių rekonstravimas, įrengiant modernias eismo saugos priemones (13 šalt.)";Y;N;19-JUN-19;19-JUN-19
3001624;"Valstybinio Trakų Vokės parko tvarkymas ir pritaikymas lankymui ir tausojančiam naudojimui (13 šalt.)";Y;N;19-JUN-19;19-JUN-19
3001625;"Dviračių takų infrastruktūros atnaujinimas ir plėtra Algirdo, V.Mykolaičio-Putino, Geležinkelio, Dariaus ir Girėno gatvėse Pietinėje tikslinėje teritorijoje";Y;N;18-FEB-20;18-FEB-20
3001626;"Dviračių takų infrastruktūros atnaujinimas ir plėtra Algirdo, V.Mykolaičio-Putino, Geležinkelio, Dariaus ir Girėno gatvėse Pietinėje tikslinėje teritorijoje (ES)";Y;N;18-FEB-20;18-FEB-20
3001627;"Kernavės g. nuo Žalgirio g. iki Lvovo g. rekonstrukcija, įrengiant modernias eismo saugos priemones";Y;N;26-OCT-20;26-OCT-20
3001628;"Giedraičių ir kitų Šnipiškių gatvių tarp Lvovo ir Žalgirio gatvių rekonstravimas, įrengiant modernias eismo saugos priemones";Y;N;03-FEB-21;03-FEB-21
3001629;"Valstybinio Trakų Vokės parko tvenkinių pralaidų įrengimui";Y;N;07-MAY-21;07-MAY-21
3001630;"Ž.Ežerų g. pėščiųjų tako su apšvietimu įrengimas (kelių fondas)";Y;N;12-MAY-08;12-MAY-08
3001631;"Pėsčiųjų dviračių tilto per Nerį tarp Lazdynų ir Naujamiesčio (Užvingio salos tiltas) įrengimas ir viešosios erdvės sutvarkymas";Y;N;18-FEB-20;18-FEB-20
3001632;"Žaliųjų ežerų gatvės ruožo nuo Santariškių žiedo iki P. Baublio gatvės rekonstrukcija (KPPP)";Y;N;22-MAY-18;22-MAY-18
3001633;"Gamtinės Neries senvagės kraštovaizdžio arealų būklės atkūrimas (tarp Linkmenų ir Geležinio Vilko gatvių)";Y;N;03-FEB-21;03-FEB-21
3001634;"Kairėnų gatvės ruožo nuo Plytinės gatvės iki administracinės Vilniaus miesto ribos rekonstrukcija (KPPP)";Y;N;22-MAY-18;22-MAY-18
3001635;"Požeminės perėjos įrengimas Vilniaus miesto Zuikių gatvėje";Y;N;03-FEB-21;03-FEB-21
3001636;"Neries senvagės rekreacinės infrastruktūros įrengimas su aktyvaus poilsio ir pėsčiųjų bei dviračių trasomis";Y;N;03-FEB-21;03-FEB-21
3001637;"Neries senvagės rekreacinės infrastruktūros įrengimas su aktyvaus poilsio ir pėsčiųjų bei dviračių trasomis";Y;N;03-FEB-21;03-FEB-21
3001638;"Kernavės g. nuo Žalgirio g. iki Lvovo g. rekonstrukcija, įrengiant modernias eismo saugos priemones";Y;N;03-FEB-21;03-FEB-21
3001639;"Dviračių takų infrastruktūros atnaujinimas ir plėtra Algirdo, V.Mykolaičio-Putino, Geležinkelio, Dariaus ir Girėno gatvėse Pietinėje tikslinėje teritorijoje (3M03)";Y;N;25-OCT-21;25-OCT-21
3001640;"Vilniaus miesto dviračių takų specialiojo plano parengimas (Savivaldybės biudžeto lėšos)";Y;N;20-FEB-12;20-FEB-12
3001641;"Vilniaus miesto dviračių takų specialiojo plano parengimas (ES lėšos)";Y;N;15-FEB-13;15-FEB-13
3001642;"Vilniaus miesto dviračių takų specialiojo plano parengimas (Privatizavimo fondo lėšos)";Y;N;07-NOV-13;07-NOV-13
3001643;"Kultūrinį-istorinį reformacijos paveldą reprezentuojančio Reformatų sodo atkūrimas ir sutvarkymas";Y;N;03-FEB-21;03-FEB-21
3001644;"Kultūrinį-istorinį reformacijos paveldą reprezentuojančio Reformatų sodo atkūrimas ir sutvarkymas";Y;N;03-FEB-21;03-FEB-21
3001645;"Kultūrinį-istorinį reformacijos paveldą reprezentuojančio Reformatų sodo atkūrimas ir sutvarkymas";Y;N;03-FEB-21;03-FEB-21
3001646;"Neries slėnio rekreacinės paskirties takų ir jų jungčių, saugos ir kitos viešųjų erdvių infrastruktūros įrengimas";Y;N;03-FEB-21;03-FEB-21
3001647;"Neries slėnio rekreacinės paskirties takų ir jų jungčių, saugos ir kitos viešųjų erdvių infrastruktūros įrengimas";Y;N;03-FEB-21;03-FEB-21
3001648;"Dviračių takų infrastruktūros atnaujinimas ir plėtra Algirdo, V.Mykolaičio-Putino, Geležinkelio, Dariaus ir Girėno gatvėse Pietinėje tikslinėje teritorijoje";Y;N;03-FEB-21;03-FEB-21
3001649;"Dviračių takų infrastruktūros atnaujinimas ir plėtra Algirdo, V.Mykolaičio-Putino, Geležinkelio, Dariaus ir Girėno gatvėse Pietinėje tikslinėje teritorijoje";Y;N;03-FEB-21;03-FEB-21
3001650;"Architektūros parko infrastruktūros objektų įrengimas (Savivaldybės biudžeto lėšos)";Y;N;20-FEB-12;20-FEB-12
3001651;"Architektūros parko infrastruktūros objektų įrengimas (Privatizavimo fondo lėšos)";Y;N;07-NOV-13;07-NOV-13
3001652;"Elektromobilių įkrovos aikštelių įrengimas";Y;N;09-FEB-21;09-FEB-21
3001653;"Viešųjų erdvių tvarkymas Šiaurinėje tikslinėje teritorijoje tarp Giedraičių g. ir Kintų g., ir prie Giedraičų g.";Y;N;03-FEB-21;03-FEB-21
3001654;"Viešųjų erdvių tvarkymas Šiaurinėje tikslinėje teritorijoje tarp Giedraičių g. ir Kintų g., ir prie Giedraičų g.";Y;N;04-FEB-21;04-FEB-21
3001655;"Neries krantinių modernizavimas, sukuriant inovatyvias erdves kūrybai, sąlygas aktyviam poilsiui, sveikatingumo renginiams Šiaurinėje teritorijoje";Y;N;03-FEB-21;03-FEB-21
3001656;"Neries krantinių modernizavimas, sukuriant inovatyvias erdves kūrybai, sąlygas aktyviam poilsiui, sveikatingumo renginiams Šiaurinėje teritorijoje";Y;N;03-FEB-21;03-FEB-21
3001657;"Vilniaus istorinių Rasų kapinių, koplyčių, tvorų, atskirų paminklų tvarkyba";Y;N;03-FEB-21;03-FEB-21
3001658;"Vilniaus istorinių Rasų kapinių, koplyčių, tvorų, atskirų paminklų tvarkyba";Y;N;03-FEB-21;03-FEB-21
3001659;"Išlaidų, susijusių su valstybės lygio ekstremaliosios situacijos dėl koronaviruso (COVID-19) ligos likvidavimu ir jos padarinių šalinimu, padengimas";Y;N;12-FEB-21;12-FEB-21
3001660;"Nemenčinės plento ir Lizdeikos gatvių jungties įrengimas (Savivaldybės biudžeto lėšos)";Y;N;20-FEB-12;20-FEB-12
3001661;"Nemenčinės plento ir Lizdeikos gatvių jungties įrengimas (Paramos lėšos socialinės infrastruktūros plėtrai)";Y;N;20-FEB-12;20-FEB-12
3001662;"Nemenčinės plento ir Lizdeikos gatvių jungties įrengimas (Privatizavimo fondo lėšos)";Y;N;07-NOV-13;07-NOV-13
3001663;"Neries slėnio rekreacinės paskirties takų ir jų jungčių, saugos ir kitos viešųjų erdvių infrastuktūros įrengimas";Y;N;06-JAN-22;06-JAN-22
3001664;"Neries senvagės rekreacinės infrastruktūros įrengimas su aktyvaus poilsio ir pėsčiųjų bei dviračių trasomis";Y;N;06-JAN-22;06-JAN-22
3001665;"Naujamiesčio viešųjų erdvių tvarkymas (Vingrių šaltinio skveras ir Amatų g.)";Y;N;03-FEB-21;03-FEB-21
3001666;"Naujamiesčio viešųjų erdvių tvarkymas (Vingrių šaltinio skveras ir Amatų g.)";Y;N;03-FEB-21;03-FEB-21
3001667;"Viešosios erdvės tvarkymas Pietinėje tikslinėje teritorijoje prie Amatų gatvės";Y;N;03-FEB-21;03-FEB-21
3001668;"Viešosios erdvės tvarkymas Pietinėje tikslinėje teritorijoje prie Amatų gatvės";Y;N;03-FEB-21;03-FEB-21
3001669;"Viešosios erdvės tvarkymas Pietinėje tikslinėje teritorijoje prie Amatų gatvės";Y;N;03-FEB-21;03-FEB-21
3001670;"Vilniaus miesto Santariškių g. dalies rekonstrukcija su požeminio pėsčiųjų tunelio įrengimu (Europos Sąjungos lėšos)";Y;N;17-FEB-12;17-FEB-12
3001671;"Vilniaus miesto Santariškių g. dalies rekonstrukcija su požeminio pėsčiųjų tunelio įrengimu (Valstybės biudžetas)";Y;N;17-FEB-12;17-FEB-12
3001672;"Vilniaus miesto Santariškių g. dalies rekonstrukcija su požeminio pėsčiųjų tunelio įrengimu (Skolintos lėšos (Paskolos savivaldybės vardu)";Y;N;17-FEB-12;17-FEB-12
3001673;"Centrinės gatvės-bulvaro su rekreacine įranga įrengimas Paplaujos rajone";Y;N;06-JAN-22;06-JAN-22
3001674;"Kultūrinį - istorinį reformacijos paveldą reprezentuojančio Reformatų sodo atkūrimas ir sutvarkymas";Y;N;06-JAN-22;06-JAN-22
3001675;"Neries krantinių modernizavimas, sukuriant inovatyvias erdves kūrybai, sąlygas aktyviam poilsiui, sveikatingumo renginiams Šiaurinėje teritorijoje";Y;N;06-JAN-22;06-JAN-22
3001676;"Viešosios erdvės tvarkymas Pietinėje tikslinėje teritorijoje prie Amatų gatvės";Y;N;06-JAN-22;06-JAN-22
3001677;"Viešosios erdvės tvarkymas Pietinėje tikslinėje teritorijoje prie Vingrių gatvės";Y;N;06-JAN-22;06-JAN-22
3001678;"Viešųjų erdvių tvarkymas Šiaurinėje tikslinėje teritorijoje tarp Giedraičių g. ir Kintų g., ir prie Giedraičių g";Y;N;06-JAN-22;06-JAN-22
3001679;"Naujamiesčio viešųjų erdvių tvarkymas (Vingrių šaltinio skveras)";Y;N;06-JAN-22;06-JAN-22
3001680;"AB „Vilniaus šilumos tinklai“ įstatinio kapitalo didinimui (SB)";Y;N;13-FEB-17;13-FEB-17
3001681;"A juostų įrengimas (ne ES projektai)";Y;N;09-FEB-22;09-FEB-22
3001682;"A juostų įrengimas T. Narbuto g.";Y;N;09-FEB-22;09-FEB-22
3001683;"A juostų įrengimas T. Narbuto g.";Y;N;09-FEB-22;09-FEB-22
3001684;"Vokiečių gatvės rekonstrukcija";Y;N;09-FEB-22;09-FEB-22
